"Label (Grouping)","Coral Gables city, Florida!!Total!!Estimate","Coral Gables city, Florida!!Total!!Margin of Error","Coral Gables city, Florida!!Insured!!Estimate","Coral Gables city, Florida!!Insured!!Margin of Error","Coral Gables city, Florida!!Percent Insured!!Estimate","Coral Gables city, Florida!!Percent Insured!!Margin of Error","Coral Gables city, Florida!!Uninsured!!Estimate","Coral Gables city, Florida!!Uninsured!!Margin of Error","Coral Gables city, Florida!!Percent Uninsured!!Estimate","Coral Gables city, Florida!!Percent Uninsured!!Margin of Error"
"    Foreign born","19,657","±977","17,321","±981","88.1%","±2.1","2,336","±427","11.9%","±2.1"
"        Naturalized","13,130","±828","12,225","±813","93.1%","±1.7","905","±231","6.9%","±1.7"
"        Not a citizen","6,527","±863","5,096","±807","78.1%","±4.7","1,431","±314","21.9%","±4.7"
"DISABILITY STATUS","","","","","","","","","",""
"    With a disability","4,009","±560","3,796","±545","94.7%","±4.0","213","±164","5.3%","±4.0"
"    No disability","46,511","±563","42,331","±752","91.0%","±1.2","4,180","±562","9.0%","±1.2"
"EDUCATIONAL ATTAINMENT","","","","","","","","","",""
"    Civilian noninstitutionalized population 25 years and over","33,928","±813","30,400","±854","89.6%","±1.6","3,528","±541","10.4%","±1.6"
"        Less than high school graduate","1,558","±287","1,309","±271","84.0%","±6.5","249","±106","16.0%","±6.5"
"        High school graduate (includes equivalency)","4,194","±513","3,139","±414","74.8%","±6.2","1,055","±315","25.2%","±6.2"
"        Some college or associate's degree","7,221","±608","6,230","±595","86.3%","±3.6","991","±270","13.7%","±3.6"
"        Bachelor's degree or higher","20,955","±923","19,722","±877","94.1%","±1.5","1,233","±336","5.9%","±1.5"
"EMPLOYMENT STATUS","","","","","","","","","",""
"    Civilian noninstitutionalized population 18 years and over","41,380","±662","37,216","±830","89.9%","±1.3","4,164","±542","10.1%","±1.3"
"        In labor force","25,654","±858","22,808","±915","88.9%","±1.7","2,846","±447","11.1%","±1.7"
"            Employed","24,646","±881","22,175","±965","90.0%","±1.7","2,471","±405","10.0%","±1.7"
"            Unemployed","1,008","±245","633","±176","62.8%","±10.3","375","±143","37.2%","±10.3"
"        Not in labor force","15,726","±784","14,408","±772","91.6%","±2.1","1,318","±345","8.4%","±2.1"
"WORK EXPERIENCE","","","","","","","","","",""
"    Civilian noninstitutionalized population 18 to 64 years","32,266","±619","28,403","±716","88.0%","±1.7","3,863","±559","12.0%","±1.7"
"        Worked full-time, year round in the past 12 months","16,505","±843","14,854","±824","90.0%","±2.0","1,651","±346","10.0%","±2.0"
"        Worked less than full-time, year round in the past 12 months","8,441","±592","7,364","±506","87.2%","±3.1","1,077","±296","12.8%","±3.1"
"        Did not work","7,320","±567","6,185","±539","84.5%","±4.0","1,135","±312","15.5%","±4.0"
"HOUSEHOLD INCOME (IN 2016 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","",""
"    Total household population","45,925","±335","41,867","±582","91.2%","±1.2","4,058","±558","8.8%","±1.2"
"        Under $25,000","4,626","±618","3,521","±478","76.1%","±6.7","1,105","±382","23.9%","±6.7"
"        $25,000 to $49,999","4,916","±736","3,890","±597","79.1%","±5.3","1,026","±321","20.9%","±5.3"
"        $50,000 to $74,999","4,641","±820","4,152","±676","89.5%","±4.6","489","±266","10.5%","±4.6"
"        $75,000 to $99,999","4,868","±727","4,299","±670","88.3%","±5.4","569","±287","11.7%","±5.4"
"        $100,000 and over","26,874","±1,215","26,005","±1,152","96.8%","±1.1","869","±301","3.2%","±1.1"
"RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS","","","","","","","","","",""
"    Civilian noninstitutionalized population for whom poverty status is determined","45,982","±324","41,856","±590","91.0%","±1.2","4,126","±571","9.0%","±1.2"
"        Below 138 percent of the poverty threshold","4,890","±659","3,580","±465","73.2%","±6.1","1,310","±399","26.8%","±6.1"
"        138 to 199 percent of the poverty threshold","3,094","±756","2,378","±563","76.9%","±6.0","716","±290","23.1%","±6.0"
"        200 to 399 percent of the poverty threshold","7,802","±942","6,745","±879","86.5%","±4.0","1,057","±331","13.5%","±4.0"
"        At or above 400 percent of the poverty threshold","30,196","±1,227","29,153","±1,188","96.5%","±0.9","1,043","±294","3.5%","±0.9"
